timestamp_datetime,timestamp,aqi_raw,temperature_c,humidity,presence,minute_of_day,sin_minute_day,cos_minute_day,aqi_smoothed
2025-12-08 00:04:50+00:00,2025-12-08T00:04:50,38.46,21.0,71,0,4,0.01745240643728351,0.9998476951563913,39.04083333333333
2025-12-08 00:04:55+00:00,2025-12-08T00:04:55,38.46,21.0,71,0,4,0.01745240643728351,0.9998476951563913,39.0
2025-12-08 00:05:00+00:00,2025-12-08T00:05:00,38.46,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.94916666666666
2025-12-08 00:05:05+00:00,2025-12-08T00:05:05,38.71,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.8175
2025-12-08 00:05:10+00:00,2025-12-08T00:05:10,38.58,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.776666666666664
2025-12-08 00:05:16+00:00,2025-12-08T00:05:16,38.46,21.0,71,1,5,0.02181488503456112,0.9997620270799091,38.725833333333334
2025-12-08 00:05:21+00:00,2025-12-08T00:05:21,38.95,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.695
2025-12-08 00:05:26+00:00,2025-12-08T00:05:26,38.71,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.665
2025-12-08 00:05:31+00:00,2025-12-08T00:05:31,38.71,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.625
2025-12-08 00:05:36+00:00,2025-12-08T00:05:36,38.95,21.0,71,1,5,0.02181488503456112,0.9997620270799091,38.635
2025-12-08 00:05:41+00:00,2025-12-08T00:05:41,39.07,21.0,71,1,5,0.02181488503456112,0.9997620270799091,38.665
2025-12-08 00:05:46+00:00,2025-12-08T00:05:46,38.95,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.70583333333334
2025-12-08 00:05:51+00:00,2025-12-08T00:05:51,38.95,21.0,71,0,5,0.02181488503456112,0.9997620270799091,38.74666666666666
2025-12-08 00:05:56+00:00,2025-12-08T00:05:56,38.46,21.0,71,1,5,0.02181488503456112,0.9997620270799091,38.74666666666667
2025-12-08 00:06:01+00:00,2025-12-08T00:06:01,38.71,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.767500000000005
2025-12-08 00:06:06+00:00,2025-12-08T00:06:06,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.74666666666666
2025-12-08 00:06:11+00:00,2025-12-08T00:06:11,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.73666666666667
2025-12-08 00:06:16+00:00,2025-12-08T00:06:16,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.73666666666667
2025-12-08 00:06:21+00:00,2025-12-08T00:06:21,38.22,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.67583333333334
2025-12-08 00:06:26+00:00,2025-12-08T00:06:26,37.97,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.61416666666667
2025-12-08 00:06:31+00:00,2025-12-08T00:06:31,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.593333333333334
2025-12-08 00:06:36+00:00,2025-12-08T00:06:36,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.5525
2025-12-08 00:06:41+00:00,2025-12-08T00:06:41,37.97,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.46083333333333
2025-12-08 00:06:46+00:00,2025-12-08T00:06:46,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.42
2025-12-08 00:06:51+00:00,2025-12-08T00:06:51,38.46,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.37916666666667
2025-12-08 00:06:56+00:00,2025-12-08T00:06:56,39.07,21.0,71,0,6,0.02617694830787315,0.9996573249755573,38.43
2025-12-08 00:07:01+00:00,2025-12-08T00:07:01,38.34,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.399166666666666
2025-12-08 00:07:06+00:00,2025-12-08T00:07:06,38.34,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.38916666666667
2025-12-08 00:07:11+00:00,2025-12-08T00:07:11,38.71,21.0,71,1,7,0.03053851320982266,0.9995335908367129,38.410000000000004
2025-12-08 00:07:16+00:00,2025-12-08T00:07:16,38.71,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.43083333333333
2025-12-08 00:07:21+00:00,2025-12-08T00:07:21,38.58,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.46083333333333
2025-12-08 00:07:26+00:00,2025-12-08T00:07:26,37.48,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.42
2025-12-08 00:07:31+00:00,2025-12-08T00:07:31,38.83,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.450833333333335
2025-12-08 00:07:36+00:00,2025-12-08T00:07:36,38.95,21.0,71,1,7,0.03053851320982266,0.9995335908367129,38.49166666666667
2025-12-08 00:07:41+00:00,2025-12-08T00:07:41,38.83,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.56333333333334
2025-12-08 00:07:46+00:00,2025-12-08T00:07:46,38.71,21.0,71,0,7,0.03053851320982266,0.9995335908367129,38.58416666666667
