timestamp,aqi,temp,hum,presence
2025-12-21T16:29:39,22.1,21.4,54.0,0
2025-12-21T16:29:44,21.61,21.4,54.0,0
2025-12-21T16:29:49,21.49,21.4,54.0,0
2025-12-21T16:29:54,22.1,21.4,54.0,1
2025-12-21T16:29:59,21.86,21.4,54.0,1
2025-12-21T16:30:04,22.1,21.4,54.0,0
2025-12-21T16:30:09,22.22,21.4,54.0,1
2025-12-21T16:30:14,22.22,21.4,54.0,0
2025-12-21T16:30:19,21.61,21.4,54.0,0
2025-12-21T16:30:24,21.86,21.4,54.0,0
2025-12-21T16:30:29,21.73,21.4,54.0,0
2025-12-21T16:30:34,21.73,21.4,54.0,0
2025-12-21T16:30:39,22.1,21.4,54.0,0
2025-12-21T16:30:44,21.86,21.4,54.0,0
2025-12-21T16:30:49,21.49,21.4,54.0,0
2025-12-21T16:30:54,22.1,21.4,54.0,1
2025-12-21T16:30:59,21.86,21.4,54.0,1
2025-12-21T16:31:04,22.22,21.4,54.0,1
2025-12-21T16:31:09,22.22,21.4,54.0,1
2025-12-21T16:31:14,21.73,21.4,54.0,0
2025-12-21T16:31:20,21.86,21.4,54.0,1
2025-12-21T16:31:25,21.73,21.4,54.0,1
2025-12-21T16:31:30,21.86,21.4,54.0,0
2025-12-21T16:31:35,21.61,21.4,54.0,0
2025-12-21T16:31:40,21.61,21.4,54.0,1
2025-12-21T16:31:45,22.1,21.4,54.0,1
2025-12-21T16:31:50,21.49,21.4,54.0,1
2025-12-21T16:31:55,21.49,21.4,54.0,1
2025-12-21T16:32:00,21.73,21.4,54.0,0
2025-12-21T16:32:05,21.98,21.4,54.0,0
2025-12-21T16:32:10,21.86,21.4,54.0,0
2025-12-21T16:32:15,21.86,21.4,54.0,0
2025-12-21T16:32:20,21.73,21.4,54.0,0
2025-12-21T16:32:25,21.86,21.4,54.0,0
2025-12-21T16:32:30,22.1,21.4,54.0,1
2025-12-21T16:32:35,21.73,21.4,54.0,1
2025-12-21T16:32:40,21.73,21.4,54.0,1
2025-12-21T16:32:45,21.86,21.4,54.0,0
2025-12-21T16:32:50,21.49,21.4,54.0,1
2025-12-21T16:32:55,21.73,21.4,54.0,0
2025-12-21T16:33:00,21.86,21.4,54.0,0
2025-12-21T16:33:05,21.73,21.4,54.0,0
2025-12-21T16:33:10,21.86,21.4,54.0,0
2025-12-21T16:33:15,21.73,21.4,54.0,0
2025-12-21T16:33:20,22.1,21.4,54.0,0
2025-12-21T16:33:25,21.86,21.4,54.0,0
2025-12-21T16:33:30,21.73,21.4,54.0,0
2025-12-21T16:33:35,21.98,21.4,54.0,1
2025-12-21T16:33:40,21.86,21.4,54.0,1
2025-12-21T16:33:45,21.49,21.4,54.0,1
2025-12-21T16:33:50,20.88,21.4,54.0,1
2025-12-21T16:33:55,21.86,21.4,54.0,1
2025-12-21T16:34:00,21.86,21.4,54.0,1
2025-12-21T16:34:05,22.1,21.4,54.0,1
2025-12-21T16:34:10,21.61,21.4,54.0,0
2025-12-21T16:34:15,21.73,21.4,54.0,0
2025-12-21T16:34:20,21.98,21.4,54.0,0
2025-12-21T16:34:25,21.98,21.4,54.0,0
2025-12-21T16:34:31,21.73,21.4,54.0,0
2025-12-21T16:34:36,21.61,21.4,54.0,0
2025-12-21T16:34:41,21.73,21.4,54.0,0
2025-12-21T16:34:46,21.25,21.4,54.0,0
2025-12-21T16:34:51,21.86,21.4,54.0,0
2025-12-21T16:34:56,21.73,21.4,54.0,0
2025-12-21T16:35:01,21.61,21.4,53.0,0
2025-12-21T16:35:06,21.98,21.4,53.0,0
2025-12-21T16:35:11,21.49,21.4,53.0,0
2025-12-21T16:35:16,21.49,21.4,53.0,0
2025-12-21T16:35:21,21.49,21.4,53.0,0
2025-12-21T16:35:26,21.61,21.4,53.0,0
2025-12-21T16:35:31,21.86,21.4,53.0,0
2025-12-21T16:35:36,21.61,21.4,53.0,0
2025-12-21T16:35:41,21.73,21.4,53.0,0
2025-12-21T16:35:46,21.25,21.4,53.0,0
2025-12-21T16:35:51,21.73,21.4,53.0,0
2025-12-21T16:35:56,21.73,21.4,53.0,0
2025-12-21T16:36:01,21.73,21.4,53.0,0
2025-12-21T16:36:06,21.73,21.4,53.0,0
2025-12-21T16:36:11,21.86,21.4,53.0,0
2025-12-21T16:36:16,21.86,21.4,53.0,0
2025-12-21T16:36:21,21.61,21.3,53.0,0
2025-12-21T16:36:26,21.49,21.2,53.0,0
2025-12-21T16:36:31,21.73,21.1,53.0,0
2025-12-21T16:36:36,21.61,21.1,54.0,0
2025-12-21T16:36:41,21.73,21.1,54.0,0
2025-12-21T16:36:46,21.37,21.1,54.0,0
2025-12-21T16:36:51,21.73,21.1,53.0,0
2025-12-21T16:36:56,21.86,21.0,53.0,0
2025-12-21T16:37:01,21.73,21.0,53.0,0
2025-12-21T16:37:06,21.73,21.1,53.0,0
2025-12-21T16:37:11,21.86,21.0,53.0,0
2025-12-21T16:37:16,21.61,21.0,53.0,0
2025-12-21T16:37:21,21.73,21.0,53.0,0
2025-12-21T16:37:26,21.61,21.0,53.0,0
2025-12-21T16:37:31,21.73,21.0,53.0,0
2025-12-21T16:37:36,21.86,21.0,53.0,0
2025-12-21T16:37:42,22.1,21.0,53.0,0
2025-12-21T16:37:47,21.49,21.1,53.0,0
2025-12-21T16:37:52,21.86,21.0,53.0,0
2025-12-21T16:37:57,21.73,21.0,53.0,0
2025-12-21T16:38:02,21.86,21.0,53.0,0
2025-12-21T16:38:07,21.86,21.0,53.0,0
2025-12-21T16:38:12,22.34,21.1,53.0,0
2025-12-21T16:38:17,21.86,21.0,53.0,0
2025-12-21T16:38:22,21.86,21.0,53.0,0
2025-12-21T16:38:27,21.98,21.0,53.0,0
2025-12-21T16:38:32,21.86,21.0,53.0,0
2025-12-21T16:38:37,21.49,21.0,53.0,0
2025-12-21T16:38:42,21.86,21.0,53.0,0
2025-12-21T16:38:47,21.49,21.0,53.0,0
2025-12-21T16:38:52,22.1,21.0,53.0,0
2025-12-21T16:38:57,21.61,21.0,53.0,0
2025-12-21T16:39:02,21.73,21.0,53.0,0
2025-12-21T16:39:07,21.86,21.0,53.0,0
2025-12-21T16:39:12,21.86,21.0,53.0,0
2025-12-21T16:39:17,21.49,21.0,53.0,0
2025-12-21T16:39:22,21.86,21.0,53.0,0
2025-12-21T16:39:27,21.98,21.0,53.0,0
2025-12-21T16:39:32,21.86,21.0,53.0,0
2025-12-21T16:39:37,27.47,21.0,53.0,0
2025-12-21T16:39:42,21.98,21.1,53.0,0
2025-12-21T16:39:47,21.49,21.0,53.0,0
2025-12-21T16:39:52,21.73,21.1,53.0,0
2025-12-21T16:39:57,21.98,21.0,53.0,0
2025-12-21T16:40:02,21.73,21.0,53.0,0
2025-12-21T16:40:07,22.71,21.0,53.0,0
2025-12-21T16:40:12,21.73,21.0,53.0,0
2025-12-21T16:40:17,21.98,21.0,53.0,0
2025-12-21T16:40:22,21.86,21.0,53.0,0
2025-12-21T16:40:27,21.86,21.0,53.0,0
2025-12-21T16:40:32,21.86,21.0,53.0,0
2025-12-21T16:40:37,22.1,21.0,53.0,0
2025-12-21T16:40:42,21.98,21.0,53.0,1
2025-12-21T16:40:47,21.37,21.0,53.0,1
2025-12-21T16:40:53,21.98,21.0,53.0,0
2025-12-21T16:40:58,21.86,21.0,53.0,0
2025-12-21T16:41:03,21.73,21.0,53.0,0
2025-12-21T16:41:08,21.86,21.0,53.0,0
2025-12-21T16:41:13,21.73,21.0,53.0,0
2025-12-21T16:41:18,21.86,21.0,53.0,0
2025-12-21T16:41:23,22.1,21.1,53.0,0
2025-12-21T16:41:28,22.22,21.0,53.0,0
2025-12-21T16:41:33,21.86,21.0,53.0,0
2025-12-21T16:41:38,22.1,21.0,53.0,0
2025-12-21T16:41:43,21.86,21.0,53.0,0
2025-12-21T16:41:48,25.03,21.0,53.0,0
2025-12-21T16:41:53,23.08,21.1,53.0,0
2025-12-21T16:41:58,21.86,21.0,53.0,0
2025-12-21T16:42:03,21.86,21.0,53.0,0
2025-12-21T16:42:08,22.1,21.0,53.0,0
2025-12-21T16:42:13,22.1,21.0,53.0,0
2025-12-21T16:42:18,22.1,21.0,53.0,0
2025-12-21T16:42:23,21.98,21.0,53.0,0
2025-12-21T16:42:28,21.86,21.0,53.0,0
2025-12-21T16:42:33,21.86,21.0,53.0,0
2025-12-21T16:42:38,21.86,21.0,53.0,0
2025-12-21T16:42:43,21.73,21.0,53.0,0
2025-12-21T16:42:48,21.73,21.0,53.0,0
2025-12-21T16:42:53,21.25,21.0,53.0,0
2025-12-21T16:42:58,21.49,21.0,53.0,0
2025-12-21T16:43:03,21.73,21.0,53.0,0
2025-12-21T16:43:08,22.22,21.0,53.0,0
2025-12-21T16:43:13,22.22,21.0,53.0,0
2025-12-21T16:43:18,22.1,21.0,53.0,0
2025-12-21T16:43:23,21.86,21.0,53.0,0
2025-12-21T16:43:28,22.1,21.0,53.0,0
2025-12-21T16:43:33,21.86,21.0,53.0,0
2025-12-21T16:43:38,21.86,21.0,53.0,0
2025-12-21T16:43:43,22.1,21.0,53.0,0
2025-12-21T16:43:48,21.73,21.0,53.0,0
2025-12-21T16:43:53,21.61,21.0,53.0,0
2025-12-21T16:43:58,21.98,21.0,53.0,0
2025-12-21T16:44:03,21.86,21.0,53.0,0
2025-12-21T16:44:09,21.86,21.0,53.0,0
2025-12-21T16:44:14,21.73,21.0,53.0,0
2025-12-21T16:44:19,21.86,21.0,53.0,0
2025-12-21T16:44:24,22.1,21.0,53.0,0
2025-12-21T16:44:29,21.86,21.0,53.0,0
2025-12-21T16:44:34,21.86,21.0,53.0,0
2025-12-21T16:44:39,21.98,21.0,53.0,0
2025-12-21T16:44:44,22.1,21.0,53.0,0
2025-12-21T16:44:49,22.34,21.0,53.0,0
2025-12-21T16:44:54,21.49,21.0,53.0,0
2025-12-21T16:44:59,21.61,21.0,53.0,0
2025-12-21T16:45:04,22.1,21.0,53.0,0
2025-12-21T16:45:09,22.1,21.0,53.0,1
2025-12-21T16:45:14,21.49,21.0,53.0,1
2025-12-21T16:45:19,22.59,21.0,53.0,1
2025-12-21T16:45:24,22.1,21.0,53.0,1
2025-12-21T16:45:29,21.98,21.0,53.0,1
2025-12-21T16:45:34,22.22,21.0,53.0,0
2025-12-21T16:45:39,22.1,21.0,53.0,1
2025-12-21T16:45:44,21.98,21.0,53.0,1
2025-12-21T16:45:49,21.73,21.0,53.0,1
2025-12-21T16:45:54,21.49,21.0,53.0,1
2025-12-21T16:45:59,21.98,21.0,53.0,0
2025-12-21T16:46:04,21.86,21.0,53.0,1
2025-12-21T16:46:09,21.98,21.0,53.0,1
2025-12-21T16:46:14,25.03,21.0,53.0,1
2025-12-21T16:46:19,21.86,21.0,53.0,0
2025-12-21T16:46:24,21.86,21.0,53.0,0
2025-12-21T16:46:29,21.73,21.0,53.0,0
2025-12-21T16:46:34,21.98,21.0,53.0,1
2025-12-21T16:46:39,22.1,21.0,53.0,1
2025-12-21T16:46:44,21.86,21.0,53.0,1
2025-12-21T16:46:49,22.1,21.0,53.0,1
2025-12-21T16:46:54,21.49,21.0,53.0,1
2025-12-21T16:46:59,21.86,21.0,53.0,0
2025-12-21T16:47:04,21.73,21.0,53.0,0
2025-12-21T16:47:09,22.1,21.0,53.0,1
2025-12-21T16:47:14,21.73,21.1,53.0,1
2025-12-21T16:47:20,21.86,21.0,53.0,1
2025-12-21T16:47:25,22.1,21.1,53.0,1
2025-12-21T16:47:30,22.1,21.1,53.0,1
2025-12-21T16:47:35,21.98,21.3,53.0,1
2025-12-21T16:47:40,21.73,21.4,53.0,1
2025-12-21T16:47:45,21.86,21.4,53.0,0
2025-12-21T16:47:50,21.73,21.4,53.0,1
2025-12-21T16:47:55,21.25,21.2,53.0,1
2025-12-21T16:48:00,21.49,21.1,53.0,1
2025-12-21T16:48:05,21.61,21.1,53.0,0
2025-12-21T16:48:10,21.86,21.0,53.0,1
2025-12-21T16:48:15,21.86,21.1,53.0,1
2025-12-21T16:48:20,21.98,21.0,53.0,1
2025-12-21T16:48:25,21.86,21.0,53.0,1
2025-12-21T16:48:30,21.98,21.0,53.0,1
2025-12-21T16:48:35,21.86,21.0,53.0,1
2025-12-21T16:48:40,21.61,21.0,53.0,0
2025-12-21T16:48:45,21.86,21.0,53.0,0
2025-12-21T16:48:50,21.86,21.0,53.0,1
2025-12-21T16:48:55,21.49,21.0,53.0,1
2025-12-21T16:49:00,18.07,21.0,53.0,1
2025-12-21T16:49:05,21.86,21.0,53.0,0
2025-12-21T16:49:10,21.86,21.0,53.0,0
2025-12-21T16:49:15,21.86,21.0,53.0,0
2025-12-21T16:49:20,21.86,21.0,53.0,0
2025-12-21T16:49:25,21.86,21.0,53.0,0
2025-12-21T16:49:30,21.61,21.0,53.0,0
2025-12-21T16:49:35,21.61,21.0,53.0,0
2025-12-21T16:49:40,21.61,21.0,53.0,0
2025-12-21T16:49:45,21.86,21.0,53.0,0
2025-12-21T16:49:50,21.61,21.0,53.0,0
2025-12-21T16:49:55,21.73,21.1,53.0,1
2025-12-21T16:50:00,21.37,21.0,53.0,1
2025-12-21T16:50:05,21.86,21.0,53.0,1
2025-12-21T16:50:10,21.86,21.0,53.0,1
2025-12-21T16:50:15,21.86,21.0,53.0,1
2025-12-21T16:50:20,21.61,21.0,53.0,1
2025-12-21T16:50:25,21.73,21.0,53.0,1
2025-12-21T16:50:30,21.86,21.0,53.0,0
2025-12-21T16:50:36,21.61,21.1,53.0,0
2025-12-21T16:50:41,21.86,21.1,53.0,1
2025-12-21T16:50:46,21.86,21.1,53.0,1
2025-12-21T16:50:51,21.73,21.0,53.0,1
2025-12-21T16:50:56,21.86,21.0,53.0,1
2025-12-21T16:51:01,21.49,21.0,53.0,1
2025-12-21T16:51:06,22.22,21.0,53.0,0
2025-12-21T16:51:11,21.86,21.0,53.0,0
2025-12-21T16:51:16,21.61,21.0,53.0,0
2025-12-21T16:51:21,21.73,21.0,53.0,0
2025-12-21T16:51:26,21.86,21.0,53.0,0
2025-12-21T16:51:31,21.61,21.0,53.0,0
2025-12-21T16:51:36,21.86,21.0,53.0,0
2025-12-21T16:51:41,21.86,21.0,53.0,0
2025-12-21T16:51:46,21.61,21.0,53.0,0
2025-12-21T16:51:51,21.73,21.0,53.0,0
2025-12-21T16:51:56,21.73,21.0,53.0,0
2025-12-21T16:52:01,21.49,21.0,53.0,0
2025-12-21T16:52:06,21.61,21.0,53.0,0
2025-12-21T16:52:11,21.73,21.0,53.0,0
2025-12-21T16:52:16,21.86,21.0,53.0,0
2025-12-21T16:52:21,21.61,21.0,53.0,0
2025-12-21T16:52:26,21.61,21.0,53.0,0
2025-12-21T16:52:31,21.61,21.0,53.0,0
2025-12-21T16:52:36,21.86,21.0,53.0,0
2025-12-21T16:52:41,21.61,21.0,53.0,0
2025-12-21T16:52:46,21.86,21.0,53.0,0
2025-12-21T16:52:51,21.49,21.0,53.0,0
2025-12-21T16:52:56,21.73,21.0,53.0,0
2025-12-21T16:53:01,21.37,21.0,53.0,0
2025-12-21T16:53:06,21.86,21.0,53.0,0
2025-12-21T16:53:11,21.86,21.0,53.0,0
2025-12-21T16:53:16,21.49,21.0,53.0,0
2025-12-21T16:53:21,21.61,21.0,53.0,0
2025-12-21T16:53:26,21.49,21.0,53.0,0
2025-12-21T16:53:31,21.61,21.0,53.0,0
2025-12-21T16:53:36,21.49,21.0,53.0,0
2025-12-21T16:53:41,21.49,21.0,53.0,0
2025-12-21T16:53:47,21.49,21.0,53.0,0
2025-12-21T16:53:52,21.49,21.0,52.0,0
2025-12-21T16:53:57,21.61,21.0,52.0,0
2025-12-21T16:54:02,21.37,21.0,52.0,0
2025-12-21T16:54:07,21.49,21.0,52.0,0
2025-12-21T16:54:12,21.49,21.0,52.0,0
2025-12-21T16:54:17,21.73,21.0,52.0,0
2025-12-21T16:54:22,21.61,21.0,52.0,0
2025-12-21T16:54:27,21.49,21.0,52.0,0
2025-12-21T16:54:32,21.49,21.0,52.0,0
2025-12-21T16:54:37,21.49,21.0,52.0,0
2025-12-21T16:54:42,21.73,21.0,52.0,0
2025-12-21T16:54:47,21.49,21.0,52.0,0
2025-12-21T16:54:52,21.61,21.0,52.0,0
2025-12-21T16:54:57,21.49,21.0,52.0,0
2025-12-21T16:55:02,21.0,21.0,52.0,0
2025-12-21T16:55:07,21.73,21.0,52.0,0
2025-12-21T16:55:12,21.49,21.0,52.0,0
2025-12-21T16:55:17,21.49,21.0,52.0,0
2025-12-21T16:55:22,21.49,21.0,52.0,0
2025-12-21T16:55:27,21.73,21.0,52.0,0
2025-12-21T16:55:32,21.61,21.0,52.0,0
2025-12-21T16:55:37,21.61,21.0,52.0,0
2025-12-21T16:55:42,21.61,21.0,52.0,0
2025-12-21T16:55:47,21.61,21.0,52.0,0
2025-12-21T16:55:52,21.61,21.0,52.0,0
2025-12-21T16:55:57,21.49,21.0,52.0,0
2025-12-21T16:56:02,21.25,21.0,52.0,0
2025-12-21T16:56:07,21.61,21.0,52.0,0
2025-12-21T16:56:12,21.61,21.0,52.0,0
2025-12-21T16:56:17,21.61,21.0,52.0,0
2025-12-21T16:56:22,21.49,21.0,52.0,0
2025-12-21T16:56:27,21.49,21.0,52.0,0
2025-12-21T16:56:32,21.49,21.0,52.0,0
2025-12-21T16:56:37,21.49,21.0,52.0,0
2025-12-21T16:56:42,21.49,21.0,52.0,0
2025-12-21T16:56:47,21.49,21.0,52.0,0
2025-12-21T16:56:52,21.61,21.0,52.0,0
2025-12-21T16:56:58,21.49,21.0,52.0,0
2025-12-21T16:57:03,21.49,21.0,52.0,0
2025-12-21T16:57:08,20.76,21.0,52.0,0
2025-12-21T16:57:13,21.61,21.0,52.0,0
2025-12-21T16:57:18,21.49,21.0,52.0,0
2025-12-21T16:57:23,21.49,21.0,52.0,0
2025-12-21T16:57:28,21.49,21.0,52.0,0
2025-12-21T16:57:33,21.49,21.0,52.0,0
2025-12-21T16:57:38,21.49,21.0,52.0,0
2025-12-21T16:57:43,21.49,21.0,52.0,0
2025-12-21T16:57:48,21.49,21.0,52.0,0
2025-12-21T16:57:53,21.61,21.0,52.0,0
2025-12-21T16:57:58,21.49,21.0,52.0,0
2025-12-21T16:58:03,21.49,21.0,52.0,0
2025-12-21T16:58:08,21.0,21.0,52.0,0
2025-12-21T16:58:13,21.49,21.0,52.0,0
2025-12-21T16:58:18,21.49,21.0,52.0,0
2025-12-21T16:58:23,21.49,21.0,52.0,0
2025-12-21T16:58:28,21.49,21.0,52.0,0
2025-12-21T16:58:33,21.49,21.0,52.0,0
2025-12-21T16:58:38,21.49,21.0,52.0,0
2025-12-21T16:58:43,21.49,21.0,52.0,0
2025-12-21T16:58:48,21.49,21.0,52.0,0
2025-12-21T16:58:53,21.49,21.0,52.0,0
2025-12-21T16:58:58,21.49,21.0,52.0,0
2025-12-21T16:59:03,21.49,21.0,52.0,0
2025-12-21T16:59:08,20.88,21.0,52.0,0
2025-12-21T16:59:13,21.49,21.0,52.0,0
2025-12-21T16:59:18,21.49,21.0,52.0,0
2025-12-21T16:59:23,21.49,21.0,52.0,0
2025-12-21T16:59:28,21.49,21.0,52.0,0
2025-12-21T16:59:33,21.49,21.0,52.0,0
2025-12-21T16:59:38,21.49,21.0,52.0,0
2025-12-21T16:59:43,21.61,21.0,52.0,0
2025-12-21T16:59:48,21.49,21.0,52.0,0
2025-12-21T16:59:53,21.61,21.0,52.0,0
2025-12-21T16:59:58,21.61,21.0,52.0,0
2025-12-21T17:00:03,21.49,21.0,52.0,0
2025-12-21T17:00:08,21.0,21.0,52.0,0
2025-12-21T17:00:14,21.49,21.0,52.0,0
2025-12-21T17:00:19,21.49,21.0,52.0,0
2025-12-21T17:00:24,21.61,21.0,52.0,0
2025-12-21T17:00:29,21.49,21.0,52.0,0
2025-12-21T17:00:34,21.49,21.0,52.0,0
2025-12-21T17:00:39,21.49,21.0,52.0,0
2025-12-21T17:00:44,21.49,21.0,52.0,0
2025-12-21T17:00:49,21.49,21.0,52.0,0
2025-12-21T17:00:54,21.49,21.0,52.0,0
2025-12-21T17:00:59,21.61,21.0,52.0,0
2025-12-21T17:01:04,21.49,21.0,52.0,0
2025-12-21T17:01:09,20.88,21.0,52.0,0
2025-12-21T17:01:14,21.49,21.0,52.0,0
2025-12-21T17:01:19,21.49,21.0,52.0,0
2025-12-21T17:01:24,21.49,21.0,52.0,0
2025-12-21T17:01:29,21.49,21.0,52.0,0
2025-12-21T17:01:34,21.49,21.0,52.0,0
2025-12-21T17:01:39,21.49,21.0,52.0,0
2025-12-21T17:01:44,21.37,20.7,53.0,0
2025-12-21T17:01:49,21.12,20.6,53.0,0
2025-12-21T17:01:54,21.49,20.6,53.0,0
2025-12-21T17:01:59,21.37,20.6,53.0,0
2025-12-21T17:02:04,21.49,20.6,53.0,0
2025-12-21T17:02:09,21.25,20.6,53.0,0
2025-12-21T17:02:14,19.05,20.6,53.0,0
2025-12-21T17:02:19,21.37,20.6,53.0,0
2025-12-21T17:02:24,21.49,20.6,53.0,0
2025-12-21T17:02:29,21.49,20.6,53.0,0
2025-12-21T17:02:34,21.49,20.6,53.0,0
2025-12-21T17:02:39,21.49,20.6,53.0,0
2025-12-21T17:02:44,21.37,20.6,53.0,0
2025-12-21T17:02:49,21.49,20.6,53.0,0
2025-12-21T17:02:54,21.49,20.6,53.0,0
2025-12-21T17:02:59,21.49,20.6,53.0,0
2025-12-21T17:03:04,21.49,20.6,53.0,0
2025-12-21T17:03:09,20.88,20.6,53.0,0
2025-12-21T17:03:14,21.49,20.6,53.0,0
2025-12-21T17:03:19,21.49,20.6,53.0,0
2025-12-21T17:03:25,21.49,20.6,53.0,0
2025-12-21T17:03:30,21.49,20.6,53.0,0
2025-12-21T17:03:35,21.73,20.6,53.0,0
2025-12-21T17:03:40,21.49,20.6,53.0,0
2025-12-21T17:03:45,21.49,20.6,53.0,0
2025-12-21T17:03:50,21.49,20.6,53.0,0
2025-12-21T17:03:55,21.49,20.6,53.0,0
2025-12-21T17:04:00,21.49,20.6,53.0,0
2025-12-21T17:04:05,21.49,20.6,53.0,0
2025-12-21T17:04:10,20.88,20.6,53.0,0
2025-12-21T17:04:15,21.49,20.6,53.0,0
2025-12-21T17:04:20,21.49,20.6,53.0,0
2025-12-21T17:04:25,21.49,20.6,53.0,0
2025-12-21T17:04:30,21.49,20.6,53.0,0
2025-12-21T17:04:35,21.49,20.6,53.0,0
2025-12-21T17:04:40,21.49,20.6,53.0,0
2025-12-21T17:04:45,21.61,20.6,53.0,0
2025-12-21T17:04:50,21.49,20.6,53.0,0
2025-12-21T17:04:55,21.49,20.6,53.0,0
2025-12-21T17:05:00,21.49,20.6,53.0,0
2025-12-21T17:05:05,21.37,20.6,53.0,0
2025-12-21T17:05:10,20.76,20.6,53.0,0
2025-12-21T17:05:15,21.49,20.6,53.0,0
2025-12-21T17:05:20,21.49,20.6,53.0,0
2025-12-21T17:05:25,21.61,20.6,53.0,0
2025-12-21T17:05:30,21.61,20.6,53.0,0
2025-12-21T17:05:35,21.49,20.6,53.0,0
2025-12-21T17:05:40,21.49,20.6,53.0,0
2025-12-21T17:05:45,21.49,20.6,53.0,0
2025-12-21T17:05:50,21.49,20.6,53.0,0
2025-12-21T17:05:55,21.49,20.6,53.0,0
2025-12-21T17:06:00,21.49,20.6,53.0,0
2025-12-21T17:06:05,21.49,20.6,53.0,0
2025-12-21T17:06:10,21.12,20.6,53.0,0
2025-12-21T17:06:15,21.61,20.6,53.0,0
2025-12-21T17:06:20,21.61,20.6,53.0,0
2025-12-21T17:06:25,21.61,20.6,53.0,0
2025-12-21T17:06:30,21.49,20.6,53.0,0
2025-12-21T17:06:36,21.61,20.6,53.0,0
2025-12-21T17:06:41,21.61,20.6,53.0,0
2025-12-21T17:06:46,21.61,20.6,53.0,0
2025-12-21T17:06:51,21.61,20.7,53.0,0
2025-12-21T17:06:56,21.49,20.9,53.0,0
2025-12-21T17:07:01,21.61,21.0,52.0,0
